Country,EdLevel,YearsCodePro,Employment,Salary
8,1,8,0,33768.0
8,1,8,1,33768.0
8,1,8,4,33768.0
12,1,2,2,30153.0
8,0,16,2,37325.0
7,7,4,2,60787.0
8,1,1,2,14928.0
12,5,17,0,90456.0
12,5,17,1,90456.0
12,5,17,4,90456.0
4,1,11,2,1382100.0
8,1,1,0,7272.0
8,1,1,1,7272.0
8,1,1,4,7272.0
9,0,7,0,55500.0
9,0,7,1,55500.0
9,0,7,4,55500.0
3,3,5,2,633468.0
12,1,9,2,65332.0
5,1,2,2,7740.0
4,1,12,2,234616.0
4,1,2,3,7680.0
7,3,32,0,26661.0
7,3,32,1,26661.0
7,3,32,4,26661.0
8,1,1,2,56991.0
4,1,1,2,40956.0
7,1,10,2,76788.0
12,1,10,2,1206132.0
8,7,3,2,53322.0
4,3,25,2,74651.0
1,4,11,2,124644.0
8,1,8,0,53748.0
8,1,8,1,53748.0
8,1,8,4,53748.0
3,3,24,2,57588.0
8,3,3,2,56208.0
3,3,7,2,85315.0
3,3,10,2,201557.0
4,4,0,2,26874.0
4,1,8,2,74651.0
8,1,9,2,159966.0
8,1,4,2,5772.0
5,1,7,2,7428.0
4,3,15,2,85315.0
4,1,12,2,57588.0
1,1,17,2,18696.0
1,1,17,0,18696.0
1,1,17,1,18696.0
1,1,17,4,18696.0
8,4,18,2,86872.0
4,3,4,2,78916.0
8,1,13,2,86040.0
3,3,16,0,63986.0
3,3,16,1,63986.0
3,3,16,4,63986.0
8,1,2,2,80664.0
13,4,10,2,165000.0
13,4,10,0,165000.0
13,4,10,1,165000.0
13,4,10,4,165000.0
3,3,8,2,57588.0
2,1,10,2,60515.0
8,3,5,2,42876.0
13,3,32,2,160000.0
5,1,5,2,464304.0
8,2,13,2,70385.0
12,1,9,2,54025.0
7,0,8,0,127972.0
7,0,8,1,127972.0
7,0,8,4,127972.0
4,7,5,2,54384.0
13,4,21,2,145000.0
5,1,2,2,8061.0
5,1,2,0,8061.0
5,1,2,1,8061.0
5,1,2,4,8061.0
8,4,15,3,41568.0
8,5,0,2,50220.0
4,2,20,2,895812.0
8,1,21,2,59712.0
8,3,3,2,784.0
13,7,2,2,115000.0
13,7,2,0,115000.0
13,7,2,1,115000.0
13,7,2,4,115000.0
6,1,27,2,74651.0
6,1,17,2,38392.0
2,1,12,2,129620.0
8,1,7,0,12936.0
8,1,7,1,12936.0
8,1,7,4,12936.0
8,4,5,2,50220.0
3,1,1,2,29436.0
4,1,4,2,88514.0
12,7,17,2,31787.0
1,1,4,0,49860.0
1,1,4,1,49860.0
1,1,4,4,49860.0
8,3,8,2,25980.0
8,3,8,0,25980.0
8,3,8,1,25980.0
8,3,8,4,25980.0
13,1,22,2,150000.0
8,1,0,2,2424.0
8,1,5,0,47508.0
8,1,5,1,47508.0
8,1,5,4,47508.0
8,1,5,3,47508.0
2,0,5,2,78084.0
3,4,10,2,66119.0
12,1,8,2,100511.0
8,7,1,2,28788.0
13,1,29,2,110000.0
10,4,9,2,61428.0
8,7,8,2,31176.0
8,3,5,2,47990.0
8,3,4,2,24936.0
12,4,7,2,1193550.0
8,1,17,0,127972.0
8,1,17,1,127972.0
8,1,17,4,127972.0
8,3,11,2,75324.0
1,3,4,2,24924.0
6,7,2,2,37325.0
6,4,6,2,26232.0
4,1,20,2,85315.0
13,3,8,2,800000.0
5,3,3,2,7738.0
8,1,2,2,4788.0
2,1,2,2,655908.0
4,4,12,2,69318.0
11,1,20,0,48756.0
11,1,20,1,48756.0
11,1,20,4,48756.0
11,1,20,3,48756.0
1,3,11,2,51933.0
1,3,11,0,51933.0
1,3,11,1,51933.0
1,3,11,4,51933.0
13,1,1,2,90000.0
8,1,1,2,3264.0
8,1,1,0,3264.0
8,1,1,1,3264.0
8,1,1,4,3264.0
5,1,4,2,28374.0
8,1,1,2,4488.0
7,3,3,2,36600.0
4,3,14,2,60792.0
8,4,4,2,34140.0
13,1,4,2,160000.0
4,1,6,2,85315.0
7,1,19,2,76788.0
8,4,17,2,24.0
4,1,7,2,79983.0
13,7,9,2,185000.0
2,7,22,2,89797.0
11,1,1,2,39012.0
2,4,3,2,58563.0
3,1,12,2,40525.0
13,4,7,2,185000.0
12,4,20,2,94230.0
13,1,6,0,147000.0
13,1,6,1,147000.0
13,1,6,4,147000.0
10,0,1,3,6852.0
8,4,10,2,124176.0
2,0,4,2,68324.0
8,3,4,2,22104.0
3,3,20,2,25596.0
1,4,2,2,7128.0
13,3,10,2,124000.0
10,1,0,2,19200.0
12,4,6,2,87948.0
6,4,20,2,473496.0
8,1,5,2,72594.0
9,7,3,2,33300.0
4,4,8,2,803928.0
2,3,16,2,257678.0
8,1,6,2,5508.0
7,3,10,2,188546.0
4,3,5,2,47990.0
13,1,31,2,165000.0
2,4,7,0,62467.0
2,4,7,1,62467.0
2,4,7,4,62467.0
9,3,5,2,90000.0
6,4,20,2,25596.0
4,3,3,2,53322.0
8,3,22,2,25596.0
1,1,10,2,31160.0
2,1,7,2,87454.0
1,0,0,2,11472.0
1,1,5,2,70000.0
8,1,10,2,6240.0
11,1,14,2,63384.0
8,7,10,2,86872.0
13,1,7,2,136000.0
13,1,7,0,136000.0
13,1,7,1,136000.0
13,1,7,4,136000.0
10,1,11,2,959796.0
8,4,2,2,48000.0
8,4,2,0,48000.0
8,4,2,1,48000.0
8,4,2,4,48000.0
8,4,2,3,48000.0
13,3,4,2,127500.0
6,3,3,2,23462.0
13,1,13,2,74547.0
12,1,34,0,125650.0
12,1,34,1,125650.0
12,1,34,4,125650.0
7,4,6,2,49056.0
12,1,2,2,43974.0
11,3,1,2,38700.0
8,3,10,0,149301.0
8,3,10,1,149301.0
8,3,10,4,149301.0
7,1,16,2,831816.0
7,1,16,0,831816.0
7,1,16,1,831816.0
7,1,16,4,831816.0
4,1,16,2,122640.0
13,0,28,2,220.0
8,4,8,2,18000.0
12,1,6,2,69102.0
8,7,6,2,115176.0
8,7,6,0,115176.0
8,7,6,1,115176.0
8,7,6,4,115176.0
4,4,0,2,38388.0
8,4,10,2,34140.0
8,4,10,0,34140.0
8,4,10,1,34140.0
8,4,10,4,34140.0
3,3,3,2,21756.0
8,1,5,2,16536.0
8,1,5,3,16536.0
1,1,3,2,15252.0
5,1,4,2,18576.0
13,3,10,2,150000.0
8,3,16,3,35340.0
8,1,4,0,27564.0
8,1,4,1,27564.0
8,1,4,4,27564.0
8,1,4,3,27564.0
8,1,4,2,678252.0
8,3,7,2,9240.0
8,1,4,2,43524.0
8,1,4,0,43524.0
8,1,4,1,43524.0
8,1,4,4,43524.0
13,4,1,2,80000.0
13,1,3,2,126000.0
3,3,15,2,60787.0
4,1,7,2,58654.0
4,1,3,2,42657.0
13,1,13,2,145770.0
13,1,6,2,84000.0
1,2,17,2,14952.0
7,4,5,2,95979.0
7,6,13,2,94913.0
8,1,6,2,120612.0
6,3,1,2,26661.0
13,4,11,2,6250000.0
12,2,5,2,92973.0
7,7,7,2,47990.0
4,3,0,2,38388.0
3,3,3,2,409512.0
13,1,19,2,182500.0
2,1,4,2,62467.0
12,3,10,2,56538.0
8,1,7,2,35220.0
13,1,40,2,180000.0
8,3,2,2,43131.0
1,1,4,2,16092.0
1,1,4,0,16092.0
1,1,4,1,16092.0
1,1,4,4,16092.0
13,1,8,2,140000.0
8,1,2,2,38388.0
2,3,27,2,97605.0
8,3,2,2,61186.0
7,3,27,2,74651.0
3,3,3,2,31992.0
8,2,10,2,2482068.0
13,1,22,2,130000.0
8,3,19,2,23040.0
1,1,4,2,43380.0
13,3,1,2,163000.0
13,1,2,2,80000.0
7,1,30,2,69318.0
7,1,18,0,138637.0
7,1,18,1,138637.0
7,1,18,4,138637.0
12,4,6,2,41461.0
12,7,3,2,18846.0
2,1,12,2,195210.0
2,1,12,0,195210.0
2,1,12,1,195210.0
2,1,12,4,195210.0
4,1,8,2,51192.0
8,3,11,2,160884.0
5,1,7,2,37402.0
13,1,2,2,79000.0
10,6,7,2,40956.0
3,1,3,2,39458.0
6,3,25,2,37325.0
8,7,4,3,34860.0
13,3,0,2,92000.0
12,1,5,2,56538.0
12,1,2,2,512604.0
8,1,17,2,50220.0
13,6,1,2,62000.0
7,3,22,0,191950.0
7,3,22,1,191950.0
7,3,22,4,191950.0
8,3,10,2,54120.0
4,3,10,2,76788.0
13,1,20,2,115000.0
8,5,7,0,51768.0
8,5,7,1,51768.0
8,5,7,4,51768.0
8,1,16,2,78516.0
13,3,5,2,1320000.0
13,3,25,2,110000.0
12,3,0,2,42717.0
9,1,8,2,36072.0
8,1,1,2,31992.0
8,1,8,2,11280.0
13,1,23,2,150000.0
8,3,3,2,31993.0
3,3,7,2,95979.0
1,2,12,2,60000.0
1,2,12,0,60000.0
1,2,12,1,60000.0
1,2,12,4,60000.0
3,3,14,2,92140.0
8,4,6,2,60000.0
8,4,6,0,60000.0
8,4,6,1,60000.0
8,4,6,4,60000.0
0,1,5,2,88464.0
8,1,4,2,45324.0
10,1,1,2,383916.0
9,1,3,3,23868.0
7,1,0,3,31992.0
13,3,15,2,260000.0
8,3,9,2,45768.0
8,3,9,0,45768.0
8,3,9,1,45768.0
8,3,9,4,45768.0
12,3,9,2,58548.0
4,2,13,2,44796.0
8,0,20,2,56736.0
8,3,7,2,94644.0
1,0,4,2,8309.0
1,1,7,2,74784.0
8,4,4,2,43623.0
13,1,8,2,115000.0
5,1,2,2,3864.0
5,1,2,0,3864.0
5,1,2,1,3864.0
5,1,2,4,3864.0
13,1,42,2,140000.0
8,3,4,2,6408.0
8,4,5,2,110633.0
13,3,7,2,118000.0
3,3,4,2,42657.0
8,4,3,2,22212.0
13,3,6,2,149007.0
2,2,26,2,93701.0
12,4,7,2,100511.0
4,2,16,2,73584.0
3,3,5,2,52255.0
3,3,5,0,52255.0
3,3,5,1,52255.0
3,3,5,4,52255.0
13,3,9,2,140000.0
2,1,0,2,81988.0
8,7,0,2,7284.0
8,3,4,2,98916.0
8,3,4,0,98916.0
8,3,4,1,98916.0
8,3,4,4,98916.0
4,3,11,2,1279728.0
13,4,12,2,110000.0
12,1,1,2,35179.0
8,1,1,2,4788.0
13,1,8,2,180000.0
8,1,1,2,399.0
12,1,1,2,39576.0
4,4,24,2,74651.0
4,4,24,3,74651.0
8,1,4,2,49332.0
8,1,4,0,49332.0
8,1,4,1,49332.0
8,1,4,4,49332.0
9,3,5,2,47172.0
13,0,5,2,160000.0
8,0,16,0,118000.0
8,0,16,1,118000.0
8,0,16,4,118000.0
10,4,27,0,83182.0
10,4,27,1,83182.0
10,4,27,4,83182.0
5,1,1,2,4644.0
8,4,0,2,14544.0
5,1,2,2,5880.0
13,4,10,2,200000.0
8,3,5,2,32736.0
8,3,5,0,32736.0
8,3,5,1,32736.0
8,3,5,4,32736.0
8,1,7,3,69492.0
13,1,10,2,135000.0
8,4,9,2,39672.0
13,1,7,2,65000.0
8,1,5,2,34929.0
13,3,2,2,103000.0
13,1,3,2,125000.0
13,1,4,2,145000.0
7,3,17,0,117308.0
7,3,17,1,117308.0
7,3,17,4,117308.0
2,0,11,0,117126.0
2,0,11,1,117126.0
2,0,11,4,117126.0
13,1,3,2,120000.0
4,4,14,0,213287.0
4,4,14,1,213287.0
4,4,14,4,213287.0
7,1,15,2,533218.0
4,3,5,2,57588.0
1,4,17,0,81600.0
1,4,17,1,81600.0
1,4,17,4,81600.0
1,4,17,3,81600.0
11,1,8,0,89500.0
11,1,8,1,89500.0
11,1,8,4,89500.0
13,1,5,2,100000.0
4,3,5,2,149301.0
5,3,1,2,1860.0
8,2,17,2,170630.0
8,2,17,0,170630.0
8,2,17,1,170630.0
8,2,17,4,170630.0
8,1,18,2,144000.0
8,1,18,0,144000.0
8,1,18,1,144000.0
8,1,18,4,144000.0
8,1,4,2,31416.0
3,3,11,2,75717.0
13,4,14,2,105000.0
13,1,2,2,131000.0
6,6,10,2,65053.0
4,1,8,2,58654.0
3,2,20,2,51192.0
7,4,10,2,74651.0
13,4,13,2,176000.0
13,1,1,2,59500.0
4,4,8,2,69318.0
4,6,30,2,127972.0
1,4,5,2,17448.0
13,0,2,2,75000.0
12,4,6,2,71803.0
12,4,9,2,75384.0
12,4,9,0,75384.0
12,4,9,1,75384.0
12,4,9,4,75384.0
13,3,8,0,144000.0
13,3,8,1,144000.0
13,3,8,4,144000.0
12,3,3,2,87948.0
13,1,4,2,135000.0
8,3,6,2,100834.0
13,1,8,2,116000.0
1,1,7,2,12468.0
13,1,6,2,140000.0
8,1,4,2,29436.0
8,4,4,2,40572.0
8,4,4,3,40572.0
13,3,51,2,100000.0
10,1,12,2,150368.0
8,7,1,2,47160.0
13,2,16,2,230000.0
8,3,5,2,11400.0
3,1,20,2,68460.0
4,1,3,2,106644.0
12,2,10,2,45230.0
6,4,22,2,21329.0
8,1,2,2,89676.0
13,3,16,2,248000.0
8,4,7,2,41928.0
2,1,11,2,101509.0
4,0,8,2,79983.0
4,0,8,0,79983.0
4,0,8,1,79983.0
4,0,8,4,79983.0
1,7,5,2,74784.0
8,1,19,2,48552.0
13,1,2,2,71000.0
13,1,18,2,250000.0
1,4,17,2,24924.0
13,1,36,2,106000.0
8,1,7,2,36000.0
12,1,2,2,693528.0
13,4,16,2,224600.0
13,4,8,2,120000.0
5,1,3,2,17411.0
8,4,5,2,51960.0
1,4,12,2,63301.0
13,1,11,2,130000.0
8,3,17,2,76783.0
8,1,2,2,18072.0
12,2,25,2,87948.0
10,0,8,2,19200.0
13,1,19,2,95000.0
13,1,19,0,95000.0
13,1,19,1,95000.0
13,1,19,4,95000.0
3,3,12,2,59720.0
8,4,5,2,46923.0
12,4,23,0,219850.0
12,4,23,1,219850.0
12,4,23,4,219850.0
10,4,22,2,56521.0
13,1,14,2,150000.0
8,7,5,2,58654.0
8,6,4,0,86868.0
8,6,4,1,86868.0
8,6,4,4,86868.0
13,3,4,2,200000.0
8,1,3,2,11400.0
8,1,3,0,11400.0
8,1,3,1,11400.0
8,1,3,4,11400.0
13,1,9,2,102000.0
1,1,4,2,9972.0
13,1,8,2,150000.0
12,4,22,2,106793.0
13,2,20,2,2880000.0
13,0,10,2,265000.0
4,1,2,2,53322.0
8,1,7,2,74651.0
13,3,8,2,140000.0
9,3,7,2,27756.0
9,3,7,0,27756.0
9,3,7,1,27756.0
9,3,7,4,27756.0
8,1,1,2,6984.0
13,1,14,2,144000.0
3,1,6,2,25596.0
5,3,3,2,18056.0
12,1,1,2,37692.0
3,2,5,2,35192.0
13,1,2,2,130000.0
13,1,5,2,112287.0
3,3,5,2,42657.0
8,3,9,0,106644.0
8,3,9,1,106644.0
8,3,9,4,106644.0
12,4,38,2,47743.0
13,1,7,2,410000.0
9,1,4,0,33300.0
9,1,4,1,33300.0
9,1,4,4,33300.0
4,4,2,2,51192.0
12,3,10,2,13569.0
13,3,21,2,150000.0
13,0,11,2,6100000.0
8,1,3,2,83232.0
4,7,5,2,26880.0
13,1,3,2,70000.0
13,0,5,2,130000.0
13,1,20,2,150000.0
8,3,4,2,213287.0
2,1,4,2,93701.0
8,1,5,2,14400.0
6,4,7,2,29860.0
8,3,25,2,68076.0
3,3,11,2,104511.0
3,3,11,0,104511.0
3,3,11,1,104511.0
3,3,11,4,104511.0
6,4,4,2,49056.0
1,1,3,2,4632.0
8,3,4,2,16248.0
13,1,5,2,83000.0
13,1,16,2,115000.0
8,3,5,2,12000.0
13,1,3,2,95000.0
13,1,10,2,350000.0
8,1,3,2,8220.0
8,1,10,2,81049.0
10,0,10,2,345528.0
10,0,10,0,345528.0
10,0,10,1,345528.0
10,0,10,4,345528.0
2,1,17,2,93701.0
13,1,19,0,320000.0
13,1,19,1,320000.0
13,1,19,4,320000.0
13,1,15,2,150000.0
13,1,0,2,100000.0
8,3,6,2,83124.0
8,6,10,2,83124.0
8,1,13,2,113472.0
3,3,3,2,44790.0
13,1,8,2,179000.0
4,1,3,2,69318.0
3,3,4,2,61853.0
13,1,9,2,172000.0
11,1,17,2,63384.0
8,1,8,2,1680000.0
8,3,2,2,7848.0
4,3,10,2,77850.0
13,3,3,2,150000.0
4,1,3,2,63986.0
4,1,8,2,63986.0
8,3,1,2,49872.0
8,1,1,2,18120.0
13,4,3,2,65000.0
3,6,16,0,38388.0
3,6,16,1,38388.0
3,6,16,4,38388.0
13,3,1,2,145000.0
13,3,3,2,2040000.0
2,4,20,0,117126.0
2,4,20,1,117126.0
2,4,20,4,117126.0
12,2,12,2,50256.0
8,3,6,2,74651.0
12,1,1,2,384456.0
13,1,18,2,225000.0
13,1,6,2,87000.0
12,1,20,2,138203.0
8,1,7,2,66240.0
3,3,10,2,127972.0
8,3,7,2,83124.0
13,7,24,2,55000.0
8,3,15,2,44790.0
6,7,3,2,17280.0
8,1,5,2,69264.0
8,1,5,0,69264.0
8,1,5,1,69264.0
8,1,5,4,69264.0
5,1,8,2,13932.0
2,1,12,2,58563.0
8,3,7,2,102000.0
2,1,40,2,93701.0
8,3,8,2,42000.0
8,3,8,0,42000.0
8,3,8,1,42000.0
8,3,8,4,42000.0
3,3,4,2,53322.0
6,4,4,2,29860.0
8,1,7,2,23040.0
6,3,17,2,33060.0
8,1,14,2,25524.0
13,1,0,2,115000.0
8,1,3,2,23040.0
13,2,9,2,350000.0
13,1,4,2,245000.0
12,1,25,2,56538.0
13,1,16,2,315000.0
13,1,8,2,70000.0
13,1,8,3,70000.0
13,0,13,2,140000.0
13,0,13,0,140000.0
13,0,13,1,140000.0
13,0,13,4,140000.0
13,1,2,2,80000.0
4,1,4,2,127972.0
13,1,27,2,135000.0
8,7,24,2,139217.0
8,3,2,2,156.0
13,7,10,2,180000.0
13,1,14,2,203000.0
3,1,14,2,90647.0
13,4,15,2,275000.0
13,1,14,2,250000.0
13,1,5,2,93000.0
13,1,7,2,162000.0
13,7,15,2,100000.0
13,7,15,0,100000.0
13,7,15,1,100000.0
13,7,15,4,100000.0
13,1,3,2,90000.0
4,1,5,2,55455.0
8,1,28,2,20940.0
8,1,10,2,19620.0
4,1,2,2,63348.0
3,6,31,2,79983.0
3,6,31,0,79983.0
3,6,31,1,79983.0
3,6,31,4,79983.0
10,1,15,2,48630.0
8,1,3,2,9372.0
12,4,20,2,84807.0
5,1,9,2,77388.0
5,1,9,0,77388.0
5,1,9,1,77388.0
5,1,9,4,77388.0
5,1,9,3,77388.0
3,3,4,2,53322.0
3,3,4,0,53322.0
3,3,4,1,53322.0
3,3,4,4,53322.0
8,3,1,2,44796.0
3,3,3,2,74651.0
13,1,5,2,105000.0
8,1,9,2,65808.0
1,3,6,2,24924.0
13,7,3,2,120000.0
13,1,22,0,320000.0
13,1,22,1,320000.0
13,1,22,4,320000.0
4,0,2,2,17916.0
9,7,7,2,97128.0
9,7,7,0,97128.0
9,7,7,1,97128.0
9,7,7,4,97128.0
7,3,26,2,127972.0
7,3,26,0,127972.0
7,3,26,1,127972.0
7,3,26,4,127972.0
3,3,10,2,103419.0
12,3,3,2,113075.0
9,3,9,2,693756.0
9,3,9,0,693756.0
9,3,9,1,693756.0
9,3,9,4,693756.0
9,3,14,2,55500.0
9,3,14,0,55500.0
9,3,14,1,55500.0
9,3,14,4,55500.0
12,3,8,2,3015348.0
13,3,17,2,210000.0
8,1,3,0,5856.0
8,1,3,1,5856.0
8,1,3,4,5856.0
8,2,6,2,94644.0
8,3,3,2,1805.0
10,4,22,2,38388.0
5,1,4,2,18056.0
8,1,8,0,24000.0
8,1,8,1,24000.0
8,1,8,4,24000.0
13,1,15,2,120000.0
12,3,26,2,144485.0
5,1,5,2,19346.0
8,3,9,3,41297.0
2,4,0,2,51536.0
13,3,10,2,150000.0
13,1,13,2,180000.0
13,3,2,2,150000.0
8,1,26,2,70276.0
3,3,5,2,54388.0
8,5,12,0,192000.0
8,5,12,1,192000.0
8,5,12,4,192000.0
12,3,20,2,2261508.0
8,4,9,2,95979.0
8,1,3,2,12948.0
8,1,30,2,53322.0
12,1,9,2,62820.0
10,0,19,2,42124.0
8,1,2,3,70000.0
12,3,10,2,163331.0
13,4,0,2,90000.0
13,3,7,2,125000.0
13,1,1,2,88000.0
3,3,3,2,55455.0
13,1,10,2,119000.0
8,4,2,2,40920.0
8,4,2,0,40920.0
8,4,2,1,40920.0
8,4,2,4,40920.0
3,3,10,2,53322.0
4,4,1,2,40956.0
13,1,4,2,120000.0
1,0,3,2,4488.0
13,1,8,2,200000.0
13,4,24,2,204000.0
8,3,5,2,29088.0
13,1,15,2,140000.0
8,1,7,2,54192.0
13,0,6,2,120000.0
8,0,23,2,138637.0
8,3,6,0,97584.0
8,3,6,1,97584.0
8,3,6,4,97584.0
4,6,30,2,117308.0
5,1,15,2,58037.0
13,3,11,2,249600.0
2,5,5,2,95263.0
2,6,3,2,62467.0
13,7,7,2,350000.0
13,7,7,0,350000.0
13,7,7,1,350000.0
13,7,7,4,350000.0
13,1,2,2,140489.0
13,1,14,2,190000.0
10,4,4,2,22928.0
8,1,10,2,125544.0
13,1,41,2,120000.0
13,3,8,0,182400.0
13,3,8,1,182400.0
13,3,8,4,182400.0
4,7,8,2,44790.0
4,7,8,0,44790.0
4,7,8,1,44790.0
4,7,8,4,44790.0
8,1,11,0,108000.0
8,1,11,1,108000.0
8,1,11,4,108000.0
13,1,13,2,216300.0
8,1,27,0,900000.0
8,1,27,1,900000.0
8,1,27,4,900000.0
12,3,2,2,70358.0
8,1,7,2,166225.0
4,3,4,2,61402.0
13,4,1,2,70000.0
8,3,15,2,144000.0
13,3,4,2,120000.0
13,1,2,2,130000.0
13,1,7,2,178000.0
8,7,2,2,53825.0
8,4,10,2,59172.0
9,3,13,2,36072.0
9,3,13,0,36072.0
9,3,13,1,36072.0
9,3,13,4,36072.0
1,1,8,2,39888.0
13,1,9,2,148000.0
13,1,9,0,148000.0
13,1,9,1,148000.0
13,1,9,4,148000.0
13,1,8,2,94000.0
8,3,14,2,55195.0
13,3,10,2,145000.0
10,1,20,2,72518.0
5,1,4,2,28374.0
2,1,19,2,226444.0
13,1,6,2,110000.0
1,1,4,2,24924.0
5,3,1,2,12897.0
13,3,4,2,160000.0
13,1,6,2,100000.0
4,3,9,0,85315.0
4,3,9,1,85315.0
4,3,9,4,85315.0
13,3,15,2,166000.0
4,1,26,2,74651.0
1,3,2,2,29916.0
2,1,9,2,156168.0
13,4,13,2,159000.0
8,4,20,0,25596.0
8,4,20,1,25596.0
8,4,20,4,25596.0
2,0,8,2,117132.0
2,0,8,0,117132.0
2,0,8,1,117132.0
2,0,8,4,117132.0
7,6,19,2,85315.0
8,3,11,2,46596.0
8,3,11,0,46596.0
8,3,11,1,46596.0
8,3,11,4,46596.0
8,1,4,2,15036.0
8,1,4,0,15036.0
8,1,4,1,15036.0
8,1,4,4,15036.0
0,2,8,0,50952.0
0,2,8,1,50952.0
0,2,8,4,50952.0
8,1,5,2,34248.0
8,1,5,0,34248.0
8,1,5,1,34248.0
8,1,5,4,34248.0
8,1,5,3,34248.0
8,1,4,2,33852.0
8,1,4,0,33852.0
8,1,4,1,33852.0
8,1,4,4,33852.0
4,3,4,2,79983.0
13,1,3,2,1320000.0
13,1,10,2,90000.0
8,4,8,2,132000.0
8,4,8,0,132000.0
8,4,8,1,132000.0
8,4,8,4,132000.0
13,1,6,2,230000.0
13,4,1,2,55000.0
13,1,10,2,126000.0
6,3,12,2,53322.0
1,1,5,2,31656.0
1,4,10,2,43620.0
1,1,0,2,18696.0
4,0,3,2,35832.0
4,0,3,0,35832.0
4,0,3,1,35832.0
4,0,3,4,35832.0
4,1,2,2,74651.0
8,4,19,2,56833.0
13,1,16,2,150000.0
13,1,3,2,85000.0
13,1,6,2,80000.0
13,1,5,2,229000.0
8,6,3,2,47712.0
4,4,20,2,72518.0
4,4,20,0,72518.0
4,4,20,1,72518.0
4,4,20,4,72518.0
8,3,15,2,42657.0
8,1,4,2,10000.0
1,1,6,2,7476.0
13,2,7,2,400000.0
1,7,9,2,37392.0
13,4,28,2,202000.0
13,1,11,2,155000.0
13,1,11,2,175000.0
13,1,15,2,130000.0
2,1,3,2,81988.0
3,3,24,0,170630.0
3,3,24,1,170630.0
3,3,24,4,170630.0
13,1,7,2,132000.0
2,1,17,2,78084.0
8,4,0,3,12240.0
8,4,5,2,42294.0
13,1,10,2,300000.0
13,0,11,2,200000.0
13,0,13,2,136000.0
13,1,7,2,57000.0
8,1,3,2,63984.0
13,4,3,0,720000.0
13,4,3,1,720000.0
13,4,3,4,720000.0
8,1,3,2,13524.0
13,1,2,2,115000.0
5,1,1,2,8383.0
2,3,31,0,1124412.0
2,3,31,1,1124412.0
2,3,31,4,1124412.0
2,1,10,2,78084.0
13,1,5,2,6000000.0
8,7,16,2,15144.0
13,4,15,2,105000.0
5,1,4,2,27084.0
8,3,8,2,150408.0
2,1,3,2,66372.0
2,1,3,0,66372.0
2,1,3,1,66372.0
2,1,3,4,66372.0
5,1,4,2,240000.0
1,7,1,2,8232.0
1,7,1,0,8232.0
1,7,1,1,8232.0
1,7,1,4,8232.0
1,7,1,3,8232.0
1,3,13,2,29916.0
1,3,13,0,29916.0
1,3,13,1,29916.0
1,3,13,4,29916.0
8,3,15,2,114300.0
13,1,11,2,13000000.0
13,1,9,2,85000.0
13,1,19,2,100000.0
13,3,16,2,200000.0
13,4,7,2,190000.0
13,1,2,2,55000.0
13,1,2,0,55000.0
13,1,2,1,55000.0
13,1,2,4,55000.0
12,3,40,2,63448.0
13,1,20,2,199000.0
1,1,6,2,21192.0
13,4,27,2,200000.0
13,1,20,2,157000.0
2,0,25,2,1171260.0
8,1,13,0,20784.0
8,1,13,1,20784.0
8,1,13,4,20784.0
8,1,5,2,45600.0
8,1,3,2,4668.0
13,1,10,2,190000.0
13,1,5,2,75000.0
13,1,8,2,140000.0
8,1,21,2,127968.0
13,1,1,2,86079.0
13,1,7,2,180000.0
13,1,27,2,130000.0
8,1,14,2,19572.0
7,3,11,2,154633.0
8,2,30,2,144787.0
8,7,0,0,42972.0
8,7,0,1,42972.0
8,7,0,4,42972.0
1,1,13,2,51933.0
8,7,0,0,72594.0
8,7,0,1,72594.0
8,7,0,4,72594.0
13,3,4,2,100000.0
13,1,10,2,80000.0
8,3,8,0,4620.0
8,3,8,1,4620.0
8,3,8,4,4620.0
13,3,5,2,60000.0
13,0,17,2,96000.0
2,3,9,2,109318.0
6,1,8,0,44796.0
6,1,8,1,44796.0
6,1,8,4,44796.0
8,3,7,2,48168.0
13,3,16,2,195000.0
13,3,2,2,60000.0
8,5,9,2,123888.0
13,0,22,2,4250000.0
13,1,20,2,160000.0
13,1,0,2,220000.0
8,0,10,0,240.0
8,0,10,1,240.0
8,0,10,4,240.0
1,1,7,2,12468.0
13,1,22,2,130000.0
8,5,6,2,121968.0
13,1,1,2,4475000.0
1,1,5,2,104700.0
8,1,8,2,48732.0
5,1,8,0,70935.0
5,1,8,1,70935.0
5,1,8,4,70935.0
2,3,0,2,39042.0
8,4,1,0,5700.0
8,4,1,1,5700.0
8,4,1,4,5700.0
8,4,1,3,5700.0
13,1,2,2,60000.0
4,3,6,2,44790.0
4,1,13,2,98112.0
8,3,6,2,61853.0
4,3,2,2,57588.0
8,3,6,2,24312.0
4,1,5,2,38388.0
8,3,6,2,104511.0
8,1,21,2,57588.0
8,0,20,2,3540.0
8,2,10,2,137652.0
4,4,3,2,43767.0
13,1,1,2,60000.0
13,4,0,2,60000.0
13,4,11,2,8650000.0
13,4,11,0,8650000.0
13,4,11,1,8650000.0
13,4,11,4,8650000.0
1,3,8,2,120000.0
5,3,7,2,30948.0
2,7,10,2,702756.0
2,7,10,0,702756.0
2,7,10,1,702756.0
2,7,10,4,702756.0
11,3,0,2,73140.0
13,1,32,2,160000.0
1,3,8,2,109000.0
2,1,15,2,101509.0
9,3,2,2,27756.0
9,3,2,0,27756.0
9,3,2,1,27756.0
